district,latitude,longitude,predicted_risk,risk_level
Nashik,19.9975,73.7898,4.0498915,Low
Aurangabad,19.8762,75.3433,15.186349,Low
Varanasi,25.3176,82.9739,9.155262,Low
Kanpur Nagar,26.4499,80.3319,21.084572,Low
Agra,27.1767,78.0081,86.56658,Critical
Agra,27.1767,78.0081,84.08374,Critical
Meerut,28.9845,77.7064,6.2409086,Low
Thane,19.2183,72.9781,12.831572,Low
Ahmedabad,23.0225,72.5714,4.58532,Low
Raigad,18.5158,73.1822,6.276758,Low
Meerut,28.9845,77.7064,10.577224,Low
Salem,11.6643,78.146,7.020057,Low
Tiruchirappalli,10.7905,78.7047,6.1716223,Low
Gautam Buddha Nagar,28.5355,77.391,7.9842544,Low
Cuttack,20.4625,85.883,6.4828544,Low
Bengaluru Urban,12.9716,77.5946,5.7084074,Low
Mysuru,12.2958,76.6394,16.382599,Low
Khordha,20.1734,85.6745,90.34553,Critical
Sundargarh,22.1167,84.0333,4.697649,Low
Varanasi,25.3176,82.9739,5.3660655,Low
Dharwad,15.4589,75.0078,7.66325,Low
Aurangabad,19.8762,75.3433,87.23363,Critical
Rajkot,22.3039,70.8022,82.1629,Critical
Pune,18.5204,73.8567,5.8227406,Low
Meerut,28.9845,77.7064,5.1286182,Low
Nashik,19.9975,73.7898,8.606132,Low
Mangaluru,12.9141,74.856,49.45214,Medium
Nashik,19.9975,73.7898,19.429121,Low
Ahmedabad,23.0225,72.5714,85.311165,Critical
Dharwad,15.4589,75.0078,13.27014,Low
Kutch,23.7337,69.8597,9.968056,Low
Thane,19.2183,72.9781,5.920084,Low
Madurai,9.9252,78.1198,37.62207,Low
Salem,11.6643,78.146,9.680814,Low
Gautam Buddha Nagar,28.5355,77.391,22.51321,Low
Vadodara,22.3072,73.1812,5.956604,Low
Mysuru,12.2958,76.6394,3.6225538,Low
Lucknow,26.8467,80.9462,9.721785,Low
Coimbatore,11.0168,76.9558,14.528174,Low
Khordha,20.1734,85.6745,6.7629495,Low
Meerut,28.9845,77.7064,7.640334,Low
Agra,27.1767,78.0081,12.200598,Low
Kanpur Nagar,26.4499,80.3319,4.5069995,Low
Surat,21.1702,72.8311,14.081671,Low
Lucknow,26.8467,80.9462,7.784294,Low
Nagpur,21.1458,79.0882,14.227134,Low
Thane,19.2183,72.9781,12.578986,Low
Ganjam,19.3871,84.7919,15.301906,Low
Agra,27.1767,78.0081,3.6625152,Low
Agra,27.1767,78.0081,5.107082,Low
Surat,21.1702,72.8311,3.478799,Low
Cuttack,20.4625,85.883,6.6286087,Low
Gautam Buddha Nagar,28.5355,77.391,82.700386,Critical
Aurangabad,19.8762,75.3433,3.1889904,Low
Gandhinagar,23.2156,72.6369,5.691199,Low
Kutch,23.7337,69.8597,8.356759,Low
Gandhinagar,23.2156,72.6369,10.001202,Low
Gandhinagar,23.2156,72.6369,41.100918,Low
Nashik,19.9975,73.7898,80.84455,Critical
Coimbatore,11.0168,76.9558,84.39014,Critical
Kanchipuram,12.8342,79.7036,33.363308,Low
Ganjam,19.3871,84.7919,14.103544,Low
Varanasi,25.3176,82.9739,10.517703,Low
Tumakuru,13.3409,77.101,14.179163,Low
Belagavi,15.8497,74.4977,6.730057,Low
Ahmedabad,23.0225,72.5714,6.0978894,Low
Chennai,13.0827,80.2707,8.593636,Low
Nagpur,21.1458,79.0882,25.459284,Low
Nashik,19.9975,73.7898,7.8398495,Low
Salem,11.6643,78.146,4.0457606,Low
Nashik,19.9975,73.7898,29.738579,Low
Varanasi,25.3176,82.9739,6.6930747,Low
Meerut,28.9845,77.7064,4.685781,Low
Pune,18.5204,73.8567,6.3992033,Low
Kanpur Nagar,26.4499,80.3319,4.523549,Low
Khordha,20.1734,85.6745,3.4390368,Low
Kanpur Nagar,26.4499,80.3319,9.871822,Low
Ganjam,19.3871,84.7919,77.887794,High
Chennai,13.0827,80.2707,13.2617,Low
Vadodara,22.3072,73.1812,18.324575,Low
Kanpur Nagar,26.4499,80.3319,18.889112,Low
Thane,19.2183,72.9781,91.78976,Critical
Puri,19.8135,85.8312,8.166942,Low
Aurangabad,19.8762,75.3433,1.9235756,Low
Ganjam,19.3871,84.7919,6.2161455,Low
Gautam Buddha Nagar,28.5355,77.391,7.2177978,Low
Coimbatore,11.0168,76.9558,8.263496,Low
Madurai,9.9252,78.1198,6.799473,Low
Thane,19.2183,72.9781,10.7376175,Low
Nashik,19.9975,73.7898,2.0214067,Low
Pune,18.5204,73.8567,91.032616,Critical
Nagpur,21.1458,79.0882,8.372714,Low
Lucknow,26.8467,80.9462,8.564085,Low
Pune,18.5204,73.8567,4.4534187,Low
Meerut,28.9845,77.7064,6.161628,Low
Salem,11.6643,78.146,81.321846,Critical
Ganjam,19.3871,84.7919,7.1543612,Low
Nagpur,21.1458,79.0882,4.824448,Low
Nashik,19.9975,73.7898,8.557497,Low
Surat,21.1702,72.8311,7.5917654,Low
Chennai,13.0827,80.2707,87.09326,Critical
Lucknow,26.8467,80.9462,87.553856,Critical
Aurangabad,19.8762,75.3433,1.9984941,Low
Kutch,23.7337,69.8597,14.194714,Low
Khordha,20.1734,85.6745,50.12697,Medium
Agra,27.1767,78.0081,9.310337,Low
Lucknow,26.8467,80.9462,5.8176255,Low
Gautam Buddha Nagar,28.5355,77.391,9.7471075,Low
Raigad,18.5158,73.1822,8.584085,Low
Coimbatore,11.0168,76.9558,6.1364074,Low
Mysuru,12.2958,76.6394,8.657966,Low
Meerut,28.9845,77.7064,8.570066,Low
Nagpur,21.1458,79.0882,13.408237,Low
Thane,19.2183,72.9781,11.043119,Low
Bengaluru Urban,12.9716,77.5946,80.43706,Critical
Varanasi,25.3176,82.9739,9.568699,Low
Kanchipuram,12.8342,79.7036,8.577396,Low
Chennai,13.0827,80.2707,2.7939153,Low
Vadodara,22.3072,73.1812,4.8157477,Low
Gautam Buddha Nagar,28.5355,77.391,85.832794,Critical
Salem,11.6643,78.146,18.90035,Low
Balasore,21.4942,86.9317,11.885294,Low
Lucknow,26.8467,80.9462,13.955331,Low
Chennai,13.0827,80.2707,5.752039,Low
Vadodara,22.3072,73.1812,83.71168,Critical
Lucknow,26.8467,80.9462,83.641846,Critical
Khordha,20.1734,85.6745,19.584154,Low
Bengaluru Urban,12.9716,77.5946,7.3679476,Low
Varanasi,25.3176,82.9739,6.350283,Low
Gautam Buddha Nagar,28.5355,77.391,83.91125,Critical
Thane,19.2183,72.9781,5.5091023,Low
Lucknow,26.8467,80.9462,11.827425,Low
Lucknow,26.8467,80.9462,87.68952,Critical
Dharwad,15.4589,75.0078,87.90004,Critical
Dharwad,15.4589,75.0078,15.67071,Low
Ganjam,19.3871,84.7919,8.419443,Low
Pune,18.5204,73.8567,16.436092,Low
Nagpur,21.1458,79.0882,10.645426,Low
Agra,27.1767,78.0081,34.472187,Low
Bengaluru Urban,12.9716,77.5946,5.9501176,Low
Gandhinagar,23.2156,72.6369,22.519989,Low
Khordha,20.1734,85.6745,3.732131,Low
Ahmedabad,23.0225,72.5714,4.824428,Low
Kanpur Nagar,26.4499,80.3319,13.028065,Low
Belagavi,15.8497,74.4977,86.30091,Critical
Ganjam,19.3871,84.7919,1.8213557,Low
Aurangabad,19.8762,75.3433,2.3773227,Low
Tumakuru,13.3409,77.101,2.7500184,Low
Pune,18.5204,73.8567,22.096897,Low
Ahmedabad,23.0225,72.5714,33.56514,Low
Cuttack,20.4625,85.883,6.481614,Low
Thane,19.2183,72.9781,18.283766,Low
Agra,27.1767,78.0081,85.809,Critical
Chennai,13.0827,80.2707,83.334694,Critical
Nashik,19.9975,73.7898,9.743661,Low
Dharwad,15.4589,75.0078,11.7872305,Low
Nagpur,21.1458,79.0882,5.051367,Low
Belagavi,15.8497,74.4977,91.39675,Critical
Dharwad,15.4589,75.0078,12.076534,Low
Raigad,18.5158,73.1822,11.269626,Low
Cuttack,20.4625,85.883,7.804615,Low
Tiruchirappalli,10.7905,78.7047,5.064015,Low
Raigad,18.5158,73.1822,2.3896587,Low
Mysuru,12.2958,76.6394,9.033422,Low
Varanasi,25.3176,82.9739,5.988954,Low
Tumakuru,13.3409,77.101,16.665407,Low
Puri,19.8135,85.8312,7.1551466,Low
Varanasi,25.3176,82.9739,7.509168,Low
Thane,19.2183,72.9781,90.45169,Critical
Khordha,20.1734,85.6745,23.951792,Low
Raigad,18.5158,73.1822,19.348772,Low
Gandhinagar,23.2156,72.6369,4.547774,Low
Agra,27.1767,78.0081,24.80531,Low
Lucknow,26.8467,80.9462,3.2101772,Low
Surat,21.1702,72.8311,3.6486552,Low
Tumakuru,13.3409,77.101,80.98895,Critical
Ahmedabad,23.0225,72.5714,7.931427,Low
Gandhinagar,23.2156,72.6369,26.557165,Low
Chennai,13.0827,80.2707,3.422378,Low
Meerut,28.9845,77.7064,9.6744375,Low
Mangaluru,12.9141,74.856,4.1114645,Low
Mangaluru,12.9141,74.856,86.17903,Critical
Agra,27.1767,78.0081,7.3189154,Low
Agra,27.1767,78.0081,90.44631,Critical
Nagpur,21.1458,79.0882,5.97596,Low
Cuttack,20.4625,85.883,14.006411,Low
Tiruchirappalli,10.7905,78.7047,7.657724,Low
Gandhinagar,23.2156,72.6369,8.878948,Low
Thane,19.2183,72.9781,4.759841,Low
Kanpur Nagar,26.4499,80.3319,84.88339,Critical
Dharwad,15.4589,75.0078,9.347747,Low
Surat,21.1702,72.8311,27.215164,Low
Balasore,21.4942,86.9317,10.228457,Low
Mangaluru,12.9141,74.856,82.43509,Critical
Gautam Buddha Nagar,28.5355,77.391,17.62928,Low
Meerut,28.9845,77.7064,91.150246,Critical
Kutch,23.7337,69.8597,86.83099,Critical
Chennai,13.0827,80.2707,72.11304,High
Lucknow,26.8467,80.9462,5.1414375,Low
Nagpur,21.1458,79.0882,88.403984,Critical
Ahmedabad,23.0225,72.5714,12.405825,Low
Kanchipuram,12.8342,79.7036,6.0947256,Low
Gautam Buddha Nagar,28.5355,77.391,41.659073,Low
Aurangabad,19.8762,75.3433,12.889479,Low
Gautam Buddha Nagar,28.5355,77.391,67.83585,High
Pune,18.5204,73.8567,7.1357636,Low
Meerut,28.9845,77.7064,3.381333,Low
Balasore,21.4942,86.9317,28.033575,Low
Pune,18.5204,73.8567,86.724976,Critical
Kutch,23.7337,69.8597,6.578771,Low
Tiruchirappalli,10.7905,78.7047,3.10085,Low
Balasore,21.4942,86.9317,12.025995,Low
Belagavi,15.8497,74.4977,17.38379,Low
Kanpur Nagar,26.4499,80.3319,23.81517,Low
Raigad,18.5158,73.1822,89.10504,Critical
Kanchipuram,12.8342,79.7036,9.123927,Low
Bengaluru Urban,12.9716,77.5946,33.06582,Low
Surat,21.1702,72.8311,7.693953,Low
Belagavi,15.8497,74.4977,90.3816,Critical
Rajkot,22.3039,70.8022,95.14806,Critical
Aurangabad,19.8762,75.3433,8.241884,Low
Vadodara,22.3072,73.1812,7.9644365,Low
Agra,27.1767,78.0081,86.77355,Critical
Kanpur Nagar,26.4499,80.3319,9.059584,Low
Thane,19.2183,72.9781,9.99083,Low
Coimbatore,11.0168,76.9558,25.26144,Low
Sundargarh,22.1167,84.0333,12.419604,Low
Dharwad,15.4589,75.0078,17.592855,Low
Gautam Buddha Nagar,28.5355,77.391,3.6030927,Low
Dharwad,15.4589,75.0078,92.46991,Critical
Coimbatore,11.0168,76.9558,9.048191,Low
Surat,21.1702,72.8311,52.166843,Medium
Pune,18.5204,73.8567,12.984419,Low
Nagpur,21.1458,79.0882,9.720331,Low
Agra,27.1767,78.0081,31.246912,Low
Tiruchirappalli,10.7905,78.7047,86.00682,Critical
Madurai,9.9252,78.1198,84.21564,Critical
Ahmedabad,23.0225,72.5714,86.15193,Critical
Nagpur,21.1458,79.0882,5.5662136,Low
Gandhinagar,23.2156,72.6369,1.9097092,Low
Salem,11.6643,78.146,4.68567,Low
Gandhinagar,23.2156,72.6369,6.864866,Low
Kutch,23.7337,69.8597,8.75213,Low
Bengaluru Urban,12.9716,77.5946,2.7169976,Low
Balasore,21.4942,86.9317,7.1405253,Low
Raigad,18.5158,73.1822,85.79324,Critical
Varanasi,25.3176,82.9739,87.11031,Critical
Agra,27.1767,78.0081,26.03504,Low
Balasore,21.4942,86.9317,8.9876795,Low
Tiruchirappalli,10.7905,78.7047,18.505852,Low
Kanchipuram,12.8342,79.7036,29.369467,Low
Cuttack,20.4625,85.883,11.1755,Low
Belagavi,15.8497,74.4977,8.834653,Low
Rajkot,22.3039,70.8022,2.795581,Low
Belagavi,15.8497,74.4977,4.2492533,Low
Surat,21.1702,72.8311,87.89411,Critical
Kanchipuram,12.8342,79.7036,21.110682,Low
Bengaluru Urban,12.9716,77.5946,7.806871,Low
Thane,19.2183,72.9781,84.505264,Critical
Raigad,18.5158,73.1822,81.41908,Critical
Aurangabad,19.8762,75.3433,6.689656,Low
Rajkot,22.3039,70.8022,6.366528,Low
Dharwad,15.4589,75.0078,47.957363,Medium
Ahmedabad,23.0225,72.5714,8.718773,Low
Coimbatore,11.0168,76.9558,88.89297,Critical
Dharwad,15.4589,75.0078,8.222006,Low
Nagpur,21.1458,79.0882,80.272095,Critical
Cuttack,20.4625,85.883,5.6529565,Low
Chennai,13.0827,80.2707,85.06776,Critical
Khordha,20.1734,85.6745,6.718406,Low
Lucknow,26.8467,80.9462,7.763742,Low
Cuttack,20.4625,85.883,3.9688632,Low
Cuttack,20.4625,85.883,60.082596,Medium
Sundargarh,22.1167,84.0333,35.795193,Low
Puri,19.8135,85.8312,2.6793842,Low
Mysuru,12.2958,76.6394,7.745588,Low
Aurangabad,19.8762,75.3433,7.039461,Low
Nashik,19.9975,73.7898,9.60124,Low
Tumakuru,13.3409,77.101,90.29882,Critical
Nashik,19.9975,73.7898,8.406094,Low
Kanchipuram,12.8342,79.7036,89.16836,Critical
Rajkot,22.3039,70.8022,8.883033,Low
Agra,27.1767,78.0081,84.72414,Critical
Nashik,19.9975,73.7898,85.473495,Critical
Gautam Buddha Nagar,28.5355,77.391,92.094925,Critical
Mangaluru,12.9141,74.856,10.167683,Low
Raigad,18.5158,73.1822,5.450193,Low
Aurangabad,19.8762,75.3433,5.1823087,Low
Lucknow,26.8467,80.9462,15.206228,Low
Thane,19.2183,72.9781,10.066765,Low
Mangaluru,12.9141,74.856,81.80699,Critical
Raigad,18.5158,73.1822,11.952909,Low
Kutch,23.7337,69.8597,86.11065,Critical
Ahmedabad,23.0225,72.5714,21.676111,Low
Aurangabad,19.8762,75.3433,10.372467,Low
Gandhinagar,23.2156,72.6369,13.652945,Low
Gandhinagar,23.2156,72.6369,10.077308,Low
Varanasi,25.3176,82.9739,36.60835,Low
Meerut,28.9845,77.7064,11.758811,Low
Surat,21.1702,72.8311,9.296186,Low
Salem,11.6643,78.146,9.468016,Low
Salem,11.6643,78.146,9.114201,Low
Pune,18.5204,73.8567,5.9700737,Low
Cuttack,20.4625,85.883,7.1931334,Low
Agra,27.1767,78.0081,7.5072207,Low
Agra,27.1767,78.0081,19.925272,Low
Nagpur,21.1458,79.0882,11.6206875,Low
Meerut,28.9845,77.7064,8.299563,Low
Lucknow,26.8467,80.9462,15.499562,Low
Kanchipuram,12.8342,79.7036,89.92322,Critical
Gandhinagar,23.2156,72.6369,13.267617,Low
Ganjam,19.3871,84.7919,86.09181,Critical
Puri,19.8135,85.8312,4.3346386,Low
Gandhinagar,23.2156,72.6369,23.224432,Low
Belagavi,15.8497,74.4977,8.945637,Low
Kanpur Nagar,26.4499,80.3319,9.03702,Low
Kanpur Nagar,26.4499,80.3319,8.185769,Low
Lucknow,26.8467,80.9462,6.1605906,Low
Mysuru,12.2958,76.6394,5.505604,Low
Kanpur Nagar,26.4499,80.3319,2.298191,Low
Ahmedabad,23.0225,72.5714,7.3599005,Low
Nagpur,21.1458,79.0882,84.70076,Critical
Kanchipuram,12.8342,79.7036,82.004845,Critical
Pune,18.5204,73.8567,17.14178,Low
Madurai,9.9252,78.1198,50.06126,Medium
Rajkot,22.3039,70.8022,8.8857355,Low
Ahmedabad,23.0225,72.5714,22.075813,Low
Kutch,23.7337,69.8597,7.4846654,Low
Surat,21.1702,72.8311,69.96742,High
Gandhinagar,23.2156,72.6369,10.774661,Low
Mysuru,12.2958,76.6394,80.36102,Critical
Meerut,28.9845,77.7064,8.434868,Low
Thane,19.2183,72.9781,83.505165,Critical
Tumakuru,13.3409,77.101,2.4281073,Low
Cuttack,20.4625,85.883,6.083485,Low
Aurangabad,19.8762,75.3433,7.2282324,Low
Varanasi,25.3176,82.9739,4.5253854,Low
Kanpur Nagar,26.4499,80.3319,12.687408,Low
Kutch,23.7337,69.8597,71.911026,High
Surat,21.1702,72.8311,4.1134434,Low
Sundargarh,22.1167,84.0333,5.6436152,Low
Ganjam,19.3871,84.7919,85.65211,Critical
Nashik,19.9975,73.7898,27.338621,Low
Mysuru,12.2958,76.6394,12.891522,Low
Kanchipuram,12.8342,79.7036,4.113542,Low
Khordha,20.1734,85.6745,82.97222,Critical
Surat,21.1702,72.8311,83.82627,Critical
Nagpur,21.1458,79.0882,6.239783,Low
Balasore,21.4942,86.9317,4.7395887,Low
Meerut,28.9845,77.7064,6.5947623,Low
Nagpur,21.1458,79.0882,27.321997,Low
Kanchipuram,12.8342,79.7036,93.52214,Critical
Gautam Buddha Nagar,28.5355,77.391,7.470482,Low
Kanchipuram,12.8342,79.7036,2.105056,Low
Salem,11.6643,78.146,12.042034,Low
Salem,11.6643,78.146,8.607489,Low
Kanpur Nagar,26.4499,80.3319,33.03482,Low
Kanchipuram,12.8342,79.7036,10.524641,Low
Meerut,28.9845,77.7064,5.524062,Low
Dharwad,15.4589,75.0078,21.300861,Low
Meerut,28.9845,77.7064,4.694025,Low
Meerut,28.9845,77.7064,4.5978546,Low
Agra,27.1767,78.0081,5.413951,Low
Kanpur Nagar,26.4499,80.3319,2.7372313,Low
Kanpur Nagar,26.4499,80.3319,85.23636,Critical
Dharwad,15.4589,75.0078,79.74619,High
Kutch,23.7337,69.8597,6.227798,Low
Raigad,18.5158,73.1822,4.0852256,Low
Vadodara,22.3072,73.1812,79.10891,High
Gautam Buddha Nagar,28.5355,77.391,89.430244,Critical
Varanasi,25.3176,82.9739,6.2635584,Low
Kutch,23.7337,69.8597,10.873904,Low
Kanpur Nagar,26.4499,80.3319,6.5384054,Low
Agra,27.1767,78.0081,10.424104,Low
Meerut,28.9845,77.7064,8.995007,Low
Khordha,20.1734,85.6745,79.76157,High
Tumakuru,13.3409,77.101,11.700298,Low
Sundargarh,22.1167,84.0333,8.107577,Low
Rajkot,22.3039,70.8022,5.090568,Low
Mangaluru,12.9141,74.856,25.534657,Low
Varanasi,25.3176,82.9739,8.953431,Low
Ahmedabad,23.0225,72.5714,5.147509,Low
Thane,19.2183,72.9781,12.865682,Low
Chennai,13.0827,80.2707,7.0832877,Low
Nagpur,21.1458,79.0882,8.718393,Low
Kanpur Nagar,26.4499,80.3319,90.045235,Critical
Khordha,20.1734,85.6745,2.4577816,Low
Surat,21.1702,72.8311,11.690394,Low
Gandhinagar,23.2156,72.6369,4.4301753,Low
Lucknow,26.8467,80.9462,12.115925,Low
Kutch,23.7337,69.8597,94.16672,Critical
Raigad,18.5158,73.1822,22.799511,Low
Gautam Buddha Nagar,28.5355,77.391,85.70422,Critical
Kanchipuram,12.8342,79.7036,5.3021274,Low
Bengaluru Urban,12.9716,77.5946,6.607646,Low
Balasore,21.4942,86.9317,9.880012,Low
Gautam Buddha Nagar,28.5355,77.391,7.706454,Low
Nagpur,21.1458,79.0882,18.348907,Low
Belagavi,15.8497,74.4977,87.045784,Critical
Salem,11.6643,78.146,86.26395,Critical
Pune,18.5204,73.8567,76.74491,High
Tiruchirappalli,10.7905,78.7047,7.0908785,Low
Nashik,19.9975,73.7898,8.837558,Low
Surat,21.1702,72.8311,8.139861,Low
Nagpur,21.1458,79.0882,74.54647,High
Bengaluru Urban,12.9716,77.5946,30.83076,Low
Khordha,20.1734,85.6745,30.14227,Low
Meerut,28.9845,77.7064,92.42429,Critical
Raigad,18.5158,73.1822,8.430859,Low
Agra,27.1767,78.0081,4.1132245,Low
Aurangabad,19.8762,75.3433,79.12652,High
Nashik,19.9975,73.7898,86.12324,Critical
Varanasi,25.3176,82.9739,85.49041,Critical
Tiruchirappalli,10.7905,78.7047,7.9712076,Low
Balasore,21.4942,86.9317,4.038235,Low
Ahmedabad,23.0225,72.5714,82.36225,Critical
Sundargarh,22.1167,84.0333,85.60299,Critical
Balasore,21.4942,86.9317,9.709982,Low
Chennai,13.0827,80.2707,9.610104,Low
Balasore,21.4942,86.9317,11.823736,Low
Aurangabad,19.8762,75.3433,7.230679,Low
Lucknow,26.8467,80.9462,74.763885,High
Puri,19.8135,85.8312,6.974549,Low
Kutch,23.7337,69.8597,80.134346,Critical
Nagpur,21.1458,79.0882,86.5758,Critical
Khordha,20.1734,85.6745,3.8141868,Low
Aurangabad,19.8762,75.3433,79.06753,High
Kanpur Nagar,26.4499,80.3319,7.3998,Low
Lucknow,26.8467,80.9462,5.899749,Low
Thane,19.2183,72.9781,5.5839176,Low
Belagavi,15.8497,74.4977,8.898813,Low
Ganjam,19.3871,84.7919,6.1966834,Low
Kanpur Nagar,26.4499,80.3319,33.397026,Low
Salem,11.6643,78.146,13.5598955,Low
Rajkot,22.3039,70.8022,4.3527603,Low
Tumakuru,13.3409,77.101,12.573959,Low
Agra,27.1767,78.0081,45.20993,Medium
Meerut,28.9845,77.7064,6.9414086,Low
Rajkot,22.3039,70.8022,6.0962234,Low
Varanasi,25.3176,82.9739,7.4260263,Low
Nagpur,21.1458,79.0882,91.8919,Critical
Aurangabad,19.8762,75.3433,52.43776,Medium
Raigad,18.5158,73.1822,16.74106,Low
Madurai,9.9252,78.1198,5.3167605,Low
Nashik,19.9975,73.7898,8.007068,Low
Kanchipuram,12.8342,79.7036,2.3086767,Low
Balasore,21.4942,86.9317,12.460654,Low
Kutch,23.7337,69.8597,8.591967,Low
Belagavi,15.8497,74.4977,82.17378,Critical
Coimbatore,11.0168,76.9558,8.98331,Low
Sundargarh,22.1167,84.0333,8.899211,Low
Nagpur,21.1458,79.0882,9.444879,Low
Gautam Buddha Nagar,28.5355,77.391,27.43293,Low
Agra,27.1767,78.0081,11.742346,Low
Varanasi,25.3176,82.9739,9.541058,Low
Surat,21.1702,72.8311,6.635973,Low
Nagpur,21.1458,79.0882,77.98267,High
Ahmedabad,23.0225,72.5714,64.72996,Medium
Surat,21.1702,72.8311,9.293775,Low
Agra,27.1767,78.0081,7.433661,Low
Meerut,28.9845,77.7064,21.903172,Low
Thane,19.2183,72.9781,10.216501,Low
Lucknow,26.8467,80.9462,82.91226,Critical
Vadodara,22.3072,73.1812,9.869427,Low
Meerut,28.9845,77.7064,12.681496,Low
Mysuru,12.2958,76.6394,8.37966,Low
Agra,27.1767,78.0081,78.716606,High
Coimbatore,11.0168,76.9558,2.0570347,Low
Vadodara,22.3072,73.1812,16.579386,Low
Puri,19.8135,85.8312,87.04397,Critical
Ahmedabad,23.0225,72.5714,5.757413,Low
Meerut,28.9845,77.7064,4.651699,Low
Meerut,28.9845,77.7064,6.5032153,Low
Ahmedabad,23.0225,72.5714,32.371128,Low
Kanpur Nagar,26.4499,80.3319,6.9616356,Low
Thane,19.2183,72.9781,3.750151,Low
Pune,18.5204,73.8567,5.480329,Low
Raigad,18.5158,73.1822,4.033102,Low
Sundargarh,22.1167,84.0333,5.3447266,Low
Puri,19.8135,85.8312,6.0243444,Low
Lucknow,26.8467,80.9462,34.269722,Low
Varanasi,25.3176,82.9739,9.792176,Low
Kutch,23.7337,69.8597,7.532981,Low
Gandhinagar,23.2156,72.6369,9.969461,Low
Coimbatore,11.0168,76.9558,4.108267,Low
Coimbatore,11.0168,76.9558,8.226447,Low
Meerut,28.9845,77.7064,12.335332,Low
Gandhinagar,23.2156,72.6369,5.670441,Low
Madurai,9.9252,78.1198,30.640102,Low
Vadodara,22.3072,73.1812,88.4677,Critical
Chennai,13.0827,80.2707,6.7202635,Low
Kutch,23.7337,69.8597,80.47319,Critical
Meerut,28.9845,77.7064,9.314312,Low
Nashik,19.9975,73.7898,7.0061245,Low
Kanpur Nagar,26.4499,80.3319,2.588757,Low
Salem,11.6643,78.146,7.354063,Low
Thane,19.2183,72.9781,86.886665,Critical
Kanpur Nagar,26.4499,80.3319,4.468046,Low
Tiruchirappalli,10.7905,78.7047,4.0831203,Low
Gautam Buddha Nagar,28.5355,77.391,9.732578,Low
Rajkot,22.3039,70.8022,90.66489,Critical
Varanasi,25.3176,82.9739,90.66407,Critical
Lucknow,26.8467,80.9462,4.0879307,Low
Mangaluru,12.9141,74.856,1.8901887,Low
Sundargarh,22.1167,84.0333,91.60144,Critical
Raigad,18.5158,73.1822,85.47835,Critical
Salem,11.6643,78.146,85.08308,Critical
Kanchipuram,12.8342,79.7036,5.9788904,Low
Meerut,28.9845,77.7064,18.5564,Low
Kutch,23.7337,69.8597,91.777435,Critical
Salem,11.6643,78.146,25.898457,Low
Belagavi,15.8497,74.4977,7.4392176,Low
Gautam Buddha Nagar,28.5355,77.391,25.858086,Low
Madurai,9.9252,78.1198,5.956413,Low
Surat,21.1702,72.8311,20.113506,Low
Kanpur Nagar,26.4499,80.3319,3.6978915,Low
Dharwad,15.4589,75.0078,11.26229,Low
Bengaluru Urban,12.9716,77.5946,3.2876437,Low
Sundargarh,22.1167,84.0333,2.2539341,Low
Kanpur Nagar,26.4499,80.3319,9.499897,Low
Chennai,13.0827,80.2707,32.038754,Low
Aurangabad,19.8762,75.3433,14.230352,Low
Meerut,28.9845,77.7064,2.0941837,Low
Kutch,23.7337,69.8597,80.896935,Critical
Agra,27.1767,78.0081,7.229471,Low
Gandhinagar,23.2156,72.6369,7.1245766,Low
Varanasi,25.3176,82.9739,12.494449,Low
Khordha,20.1734,85.6745,7.575116,Low
Tumakuru,13.3409,77.101,9.16881,Low
Kutch,23.7337,69.8597,75.77407,High
Gautam Buddha Nagar,28.5355,77.391,10.043197,Low
Salem,11.6643,78.146,6.9690995,Low
Puri,19.8135,85.8312,91.34967,Critical
Gautam Buddha Nagar,28.5355,77.391,2.2049625,Low
Cuttack,20.4625,85.883,12.865419,Low
Nagpur,21.1458,79.0882,24.964811,Low
Nagpur,21.1458,79.0882,88.59235,Critical
Salem,11.6643,78.146,14.626884,Low
Coimbatore,11.0168,76.9558,7.833596,Low
Raigad,18.5158,73.1822,57.816227,Medium
Agra,27.1767,78.0081,32.60133,Low
Puri,19.8135,85.8312,9.7812805,Low
Nashik,19.9975,73.7898,10.31089,Low
Mangaluru,12.9141,74.856,13.714237,Low
Thane,19.2183,72.9781,80.10505,Critical
Coimbatore,11.0168,76.9558,87.19702,Critical
Lucknow,26.8467,80.9462,4.5243154,Low
Kanchipuram,12.8342,79.7036,2.2712777,Low
Coimbatore,11.0168,76.9558,6.4460473,Low
Thane,19.2183,72.9781,9.551589,Low
Meerut,28.9845,77.7064,9.009085,Low
Belagavi,15.8497,74.4977,12.453993,Low
Vadodara,22.3072,73.1812,7.5963416,Low
Salem,11.6643,78.146,7.7874603,Low
Meerut,28.9845,77.7064,91.9942,Critical
Pune,18.5204,73.8567,5.7949643,Low
Ganjam,19.3871,84.7919,24.818537,Low
Ahmedabad,23.0225,72.5714,87.31014,Critical
Kanchipuram,12.8342,79.7036,10.312533,Low
Puri,19.8135,85.8312,11.378575,Low
Cuttack,20.4625,85.883,7.93235,Low
Bengaluru Urban,12.9716,77.5946,87.30886,Critical
Pune,18.5204,73.8567,22.391844,Low
Gautam Buddha Nagar,28.5355,77.391,85.597664,Critical
Cuttack,20.4625,85.883,4.344016,Low
Tiruchirappalli,10.7905,78.7047,5.8259907,Low
Salem,11.6643,78.146,10.3696785,Low
Gautam Buddha Nagar,28.5355,77.391,92.767006,Critical
